id	label
417701	1
8126154	0
18749649	0
19856564	0
35906543	0
38419023	0
4417620	0
41335683	0
40650782	1
39056988	0
19982740	0
27949342	0
6489691	0
24043667	0
29684891	0
28141806	0
26315251	0
31915163	0
19980319	0
40591474	1
43643935	0
250102	0
24687378	0
30118608	0
8709309	0
24182206	0
39542698	0
16922815	0
34347601	0
13941597	0
15786576	0
1181416	0
4949518	0
38967499	0
11440226	0
5170545	0
38315011	0
35352542	0
39857057	0
27519590	0
1214819	0
15099302	0
43305790	0
2684047	0
22868269	0
20852609	0
22014321	0
35641903	0
15942953	0
14210814	0
7062830	0
4178738	0
307842	0
2976356	0
4189913	0
37537921	1
27198638	0
25650080	0
35125380	1
23518146	1
17250414	0
26906231	0
39709642	0
26559623	0
32885257	0
42529844	1
41493859	0
1145201	0
38899095	0
22118951	0
2438119	0
16115443	0
33923640	0
26173239	0
17553547	0
21182749	1
3549002	0
37003093	0
1212843	1
40006727	0
40683074	0
35375711	0
20571809	0
21190372	0
40440689	0
30567028	0
18841615	0
20118633	0
37540305	0
27362042	0
13853730	0
25961112	0
9298600	1
19798571	0
40229549	0
22673386	0
24292290	0
40914121	0
6361946	0
22286146	0
25477879	0
1689217	0
33542992	0
44399198	1
39203212	0
24072178	0
27123786	0
12829809	0
5772284	0
2600300	1
28217480	0
27142204	0
2284720	1
13734466	0
36822984	0
32436244	0
3492673	0
13012313	0
28110045	0
15654746	0
10940060	0
26453956	0
14372772	0
2998286	0
30717634	0
2367070	0
34207373	0
27648587	0
21283166	0
38523388	0
4909974	0
33257105	0
18204619	0
12743325	0
27004315	0
40862612	0
6900142	0
33467852	0
21564069	0
44116632	1
15533029	0
35871088	1
45195202	1
19133239	0
30954495	0
7846568	0
12548686	1
18783973	1
3578061	0
5224556	0
18786824	0
22623160	0
34028373	0
29332382	1
40669781	1
43329949	0
25466844	1
11198383	0
23799654	0
31822428	0
14182952	0
14835840	0
20393181	0
449902	0
2519049	0
37584418	0
362330	0
19119423	0
9612683	0
8574622	0
4642041	0
23070515	0
33335608	0
31011407	0
43600615	0
29872933	0
21794053	0
44626368	0
40477131	0
10128657	0
1995566	0
30589556	0
44788243	0
23720324	0
473516	1
15110144	0
19025513	0
7206124	0
23622131	1
19988033	1
34315540	0
794133	0
1875519	0
32572910	0
40745318	0
6116058	0
27932707	0
18104446	0
41731089	0
41301386	0
7691769	0
7579124	0
42662417	0
37877246	0
35630855	0
16057069	0
17543706	0
6099969	0
13919355	0
17323243	0
32733912	0
43486541	1
7474385	0
35130570	0
43886542	0
42333746	0
19970220	0
3350605	0
37035344	1
32022183	0
21617780	0
2052115	0
6054232	0
41838388	1
6142900	0
7041169	0
36024159	0
6926635	1
13295020	0
6066790	0
7945607	1
20243502	0
17193962	0
39391548	0
16605532	0
19066743	0
15341421	0
39007008	0
19352897	0
32593568	0
32605693	0
19623893	0
3745705	0
39577997	0
6593253	0
37096391	0
42575338	0
34492260	0
15919290	0
10099764	0
44427319	0
40293392	1
34245912	0
23240478	0
1258111	0
9277254	0
11910442	0
22751998	0
17482333	0
34704175	0
35904308	0
33103537	0
24168007	1
17873016	0
14521873	0
40988449	0
28478275	0
30765580	0
1797801	0
28447056	0
31148418	1
16473673	0
33656614	0
17712769	1
42518823	1
39529075	0
23028184	0
43632912	0
545864	0
25845574	0
17733157	0
35761891	0
36621270	0
39970012	0
31926757	0
39772853	0
9110969	1
8517709	0
33570152	0
13531848	0
28248520	0
10462567	1
34942519	0
31517349	0
23862954	0
26755084	0
33988792	0
2514650	0
31613392	1
9303839	0
36655277	0
41443006	0
10679090	1
43802616	0
12770252	0
40683792	0
21208975	0
899599	0
242284	0
5981869	0
39125448	0
38545637	0
18135246	0
23724918	0
37964814	0
958562	0
43840493	0
1667374	0
32637207	0
35836323	0
31664235	0
36069619	0
18990471	0
41673323	0
9761463	0
16512114	0
33563092	1
38809534	0
1197555	0
17371436	1
38981354	0
44566614	0
39606977	1
27343959	0
28164596	0
33010368	0
29483673	0
7210121	0
3750095	0
964469	1
36840414	0
2497575	0
34203887	0
16323397	1
30868972	0
34986370	0
28276741	0
19435263	0
18704177	0
2606849	0
31802199	0
31008873	0
33684800	0
25382201	0
4256688	0
246015	0
9828615	0
3788371	0
39506579	0
24783188	0
11542436	0
15296049	0
34278654	0
7464508	0
40880634	0
40618646	0
4116925	0
30470215	0
23633822	0
44137692	1
9968144	0
9429199	0
33015412	0
38886755	0
29094402	1
22185265	0
35606398	0
19392584	0
13457219	0
20522314	0
16410773	0
11464781	0
40903457	0
28516458	0
27094811	0
3919412	0
31063078	0
22987988	1
1058907	0
18750542	0
35896724	0
38375044	0
37938244	1
45031388	0
41864398	0
17045301	0
41807237	0
10024591	0
17855534	0
12155214	0
18814017	0
26637780	0
39890933	0
11555555	0
7333637	0
6578833	0
1684579	0
37807210	1
34561263	0
20985913	0
1095159	0
44217850	0
32216261	1
22464581	0
17825006	0
28842408	0
35737833	0
10368916	0
32592817	0
42877450	1
25827118	0
32186392	0
32673695	0
37150691	0
14086067	0
43102476	0
17906214	0
14970426	1
1884472	0
9137794	0
41588908	0
18111345	0
1966774	0
36545245	1
100143	1
38887240	1
15337773	0
7838731	0
10289996	0
32733624	0
25596659	0
3471220	0
35751931	0
27557648	0
2088439	0
17701985	0
11909812	0
23781044	0
9928594	0
26823053	0
16634865	0
36800657	0
41256761	0
15304120	0
7291862	0
8482091	1
15394005	0
33868852	1
25325904	0
32285932	0
30338834	1
26207025	0
23866771	0
37363015	0
8690952	0
5168441	0
21947462	0
4679567	0
44991671	0
9386243	0
8694649	0
39007161	0
19819882	0
39540819	0
22544253	0
11093028	0
38873148	1
1647634	0
3576224	0
30055948	0
37819160	1
42014174	0
24748901	0
33039184	0
29466884	0
44484675	0
10564176	0
16557260	0
42020708	0
36384797	0
38075209	1
23956878	0
34931912	0
26386655	0
17420282	0
41655102	0
40350425	0
13203249	0
33378032	0
31037215	0
23042453	0
30545950	0
37894866	0
42329449	1
4199912	0
32609561	0
27193653	0
12255045	0
12801332	0
34959928	0
26036349	0
22763575	0
30588529	0
20752094	1
8253426	0
39802452	0
8899902	0
9569052	0
25283060	1
7862380	1
22589453	0
36657968	0
12138161	1
27451004	0
20673276	0
10334032	0
36741425	0
28004693	0
113501	0
4670265	0
10542349	0
34484552	1
5249027	0
23101935	0
25287939	0
4899679	1
44531596	0
24921456	1
5067107	0
25157830	0
22138753	0
12207734	0
7451273	0
15817660	1
6121049	0
12063882	1
31883735	1
23778478	1
37706043	0
9488378	0
15228485	0
33013926	0
16683078	1
44511002	0
4984238	0
11977636	1
22318477	0
10035529	1
20224236	0
26063542	0
39786269	0
35095868	0
26684848	0
31934425	0
38021542	0
16478036	0
42722868	1
20578932	0
23498243	0
34922588	0
18678105	0
13333375	0
28470815	0
42537317	0
3830474	0
38214305	0
484643	0
21759127	0
13101614	0
4214845	0
36116678	0
15764859	0
9419797	0
23650521	0
33636924	0
26003195	0
6909384	0
40547825	0
17504995	0
37578727	0
35233498	0
12526317	0
9851167	0
17364081	0
23663841	0
8226046	1
33821288	0
26928641	1
18057287	0
33903402	0
52553	0
25357949	0
10246588	0
38825336	0
45125213	0
25615381	1
186061	0
19845561	0
23688134	0
6759675	1
38394203	0
30926027	0
17573077	1
32428640	0
19348282	0
40093322	0
10412259	1
11297686	0
44624822	0
30992173	1
14421724	0
23979783	0
37199830	0
12814136	0
33332058	0
23581468	0
12127472	0
13301228	0
12657732	1
160481	0
31374524	0
27449533	0
12826834	0
29160147	0
40237300	1
27166840	0
32250128	1
11787871	0
26444746	0
40908798	0
40473660	1
10183685	0
19011439	0
6457649	0
5765683	1
5108829	0
24872432	0
40282348	0
36912166	0
18359723	0
31181039	1
36405999	0
29880980	0
27816379	0
40575720	0
6971601	0
15945829	0
38454363	0
37858084	0
19657246	0
6247975	1
8389678	0
5025432	0
30887020	0
30137266	0
27052883	0
44473590	0
6266938	1
30623699	0
21323666	0
29100231	1
12163069	0
25054705	0
4036758	1
2384845	0
5764970	0
43321951	0
15860730	0
30983164	0
29311161	0
4563196	0
16737041	0
33095433	0
28293880	0
22646289	0
21227088	0
14977761	1
34717725	0
23009065	0
42229803	0
41588189	0
36127276	0
2564117	1
32127825	0
33537967	0
23637010	0
4675042	0
41485904	0
2291466	1
9046440	0
31567959	1
13497397	0
15415281	0
27723876	0
14825477	0
26415638	0
17535004	0
38012167	0
9926963	0
37395156	0
44227682	0
31849266	0
21527864	0
37105607	0
19988437	0
16063956	0
11200551	0
36432999	0
1808729	0
8364820	0
16093570	0
11404712	1
22044311	1
38436426	0
25905789	0
40006086	0
32779283	0
37586331	0
6894194	0
43074257	0
25861053	0
41882681	0
33649324	1
17502746	0
21862358	0
38873805	0
34821706	0
28655872	0
10620218	0
6510283	0
14817989	0
27975324	0
2039333	1
41560029	0
42693419	0
31409060	0
33574679	0
5102925	0
38874458	0
7793945	0
8040766	0
29849104	1
11689135	0
24376495	1
4721284	0
25347855	0
27274107	0
33717255	0
5641470	0
41473967	0
10648456	0
39177168	0
24040076	0
26265829	0
7776435	0
39888463	0
40430192	0
36930319	1
2239672	0
17550965	0
470162	0
13216125	0
17032878	0
41691342	0
12210034	0
43069134	1
24244843	0
15632538	0
10126832	0
35536122	0
38685109	0
18835890	0
31990582	1
20277880	0
5996418	0
18666383	0
2541784	0
20293704	0
35204458	0
30454532	0
10128580	0
38738417	0
42498719	0
2904174	0
26295404	0
4539439	0
43538551	0
17386724	0
7107587	0
21370305	0
14826932	1
25685169	1
43188978	0
4622987	0
28094244	0
7923133	0
20261945	0
2011642	0
1563435	1
18398670	0
45156863	0
36157750	0
10159011	0
43298666	0
4556837	0
21694058	0
40511639	0
15563906	0
27791540	0
41494424	1
42900893	0
24562159	0
12074314	1
29332791	0
27594075	1
44351570	0
37273100	0
20524342	0
13621188	0
29367768	0
36073412	0
42340822	0
6690369	0
2809379	0
34693310	0
34060203	0
3193556	0
3937939	0
32149575	0
19542513	1
42688207	0
23041240	0
43108152	0
56393	0
33147441	0
36152364	0
30757682	1
42449113	0
10003236	0
40739372	0
22532817	1
13218719	0
31555910	0
15493346	0
30737321	1
34630986	0
27933241	1
33473909	0
30276624	0
9069389	0
17568762	1
36274695	1
30125938	0
9178017	0
14241016	0
15774697	0
29300365	0
42455481	0
1939461	0
22630378	0
5244903	0
15860339	0
31491764	0
3699338	0
31364342	0
10684390	0
24678821	0
30941120	0
39695457	0
4579489	0
145755	0
42282321	1
32053390	0
13506389	0
28714968	0
38236483	0
17148302	0
35744892	0
20197609	0
37025685	0
26120748	0
4629385	0
11942638	0
43678322	0
20679626	0
14305080	0
32472236	0
34175222	0
15940311	0
44157160	0
1810756	0
25873000	0
43961538	0
36956548	0
9667580	0
2644834	0
44361153	0
22491000	1
43339384	0
15559910	0
9800378	0
8512697	0
37101247	1
14319734	0
41113008	0
31995836	0
4983948	0
31135700	0
3374641	0
18482961	0
18720534	0
39525190	0
34254619	0
34861577	0
147289	0
12654215	0
1398019	1
23724735	0
8411192	1
23175668	0
41630688	0
20502059	1
8242343	0
15110685	0
38084404	1
33489543	0
23191286	0
38787885	1
8426420	1
25478029	0
10038667	0
29201728	0
43535676	0
11428237	0
23326627	0
38511420	0
3421377	0
19765296	0
44924094	0
32074448	0
25947676	0
33832869	0
25836898	1
42390995	0
5517597	0
13315164	0
42727866	0
1920998	1
1864636	0
11390234	0
38266851	1
35944024	0
22772211	0
43557452	0
21064708	0
38198887	1
15477053	0
31679616	0
36589083	0
35138305	0
10685761	0
18064032	0
12241054	0
30469790	0
27219652	0
40419570	0
42503198	0
36147161	0
15147210	1
3675153	1
2523695	0
38751353	0
42299081	0
36757169	0
33796770	0
38781101	1
2499146	0
41239321	0
2001953	0
13312061	0
11110542	0
4378287	0
34147910	0
11438870	0
11370174	0
34498697	1
13896284	0
17115545	0
22925796	0
39553128	0
17078673	0
14160193	0
29537102	1
40587407	1
19712403	0
7849503	0
11306440	0
19350584	0
7855145	1
39718642	1
2515133	0
36518917	0
15883914	0
24428467	0
1911883	0
23516538	0
15035944	1
22554070	0
19560074	0
8651978	0
17800569	0
10675638	1
2157082	0
36410714	0
34259847	0
29233935	0
29412899	0
33785907	0
24278842	0
20479704	0
26634212	1
13179403	1
9816155	0
36244036	0
4648710	0
21964750	0
6216041	0
4876729	0
13097688	0
22006959	0
25158375	0
37092828	0
7392329	0
8393188	0
1993878	0
21857814	0
24867177	0
43364608	0
3805093	0
31405517	0
18422072	1
13432617	0
37151613	0
4374829	0
40775720	0
42858759	0
43652885	0
19604879	0
28693532	0
26609107	0
3762698	0
24876402	0
42108361	0
32043283	0
24830034	0
15731349	0
17229014	0
36417115	1
2207668	0
30527056	0
41292540	0
34403233	1
4923014	1
27724778	0
44877148	0
9788470	0
13890316	0
6358644	0
32991649	0
11579788	1
18991812	0
12402991	0
38735493	0
11677831	0
34493788	0
13994473	0
13009855	0
20926416	0
40292479	0
40181568	0
38609195	0
8790315	0
14867064	0
11203783	0
30793136	0
27564547	0
12968512	0
21704402	0
8620776	0
6012740	0
4105327	0
41307373	0
15943970	0
8548294	0
26716464	0
16645517	0
25788468	0
43906760	0
7364775	0
24402354	0
18833515	0
23732516	0
8879347	1
18125546	0
2839743	1
8355494	0
2683593	0
16763171	0
29119732	0
12052718	0
30933295	0
37321008	0
36782721	0
8526785	0
19983883	0
17950703	0
32883645	0
42466598	0
13439722	0
2387697	0
26312818	0
5029680	0
34764533	0
44333195	0
13488186	0
24590869	0
38285597	0
7091555	0
8576172	0
33271675	0
24228644	0
14669475	0
34253507	1
1198542	0
9564602	0
57571	0
2965834	0
38896850	1
4039240	1
34053129	0
9369975	0
6381964	0
3215368	0
34645577	0
4753047	1
44796694	0
3913601	0
42271081	0
30433834	0
16106536	0
7041018	0
26019905	0
13235443	0
37366845	0
25704667	0
13389916	0
14237799	0
30053535	0
11502989	0
15326536	1
2652851	0
44681700	0
32719778	0
36509663	0
29259265	0
30135980	0
15140424	0
7270819	0
35463089	0
42211029	0
11386195	0
32656508	0
28131774	0
7359229	0
2113705	0
17961525	0
36196374	1
27279257	0
45051453	0
30169888	0
16969751	0
39875050	0
7455562	0
40956730	0
32251774	0
41678097	0
9356808	1
12959256	0
246097	0
31220826	0
28620516	0
8074970	0
38767050	0
31209439	1
44193137	0
19056313	0
29516683	0
15759214	0
28290275	0
19271261	0
21939753	0
9992253	1
29896110	0
44199442	0
12634002	0
11149824	1
30334891	0
18621034	0
35180379	0
34486208	0
34068114	0
44044994	0
15988246	1
44967243	0
15062358	0
30039484	0
7208228	0
37710541	0
41343647	0
40676937	0
26535902	0
6383046	0
34304308	0
2518938	0
8509118	0
44777100	1
19872480	0
23730007	0
23159087	1
4004120	1
5669307	0
40563568	0
7468883	0
12638299	0
19212889	0
16597790	0
30502441	0
27521435	0
11961186	1
19375798	0
12546626	1
41417181	0
290707	1
24853043	0
44428334	0
30563502	0
5131393	0
15049172	0
28559771	0
38043092	0
28160921	1
31819572	0
18381227	1
31891502	0
15225703	0
41381974	1
20661884	0
5746796	1
13950442	1
5606143	0
33481810	0
8955024	1
37704551	0
29352032	1
32473218	0
8574692	0
9589684	1
34284372	0
25579003	0
2103936	0
8759430	0
25372458	0
1728900	0
25620811	0
17271493	0
3200482	0
5847532	0
9292812	0
17721873	0
16021913	0
36438607	1
25419555	0
19480525	1
14355510	0
19971584	0
3126893	0
42669853	0
21004385	1
42607729	0
29664127	1
24091569	0
44750322	0
17010523	0
19945477	1
28041054	1
43261402	0
14443840	0
43974884	0
25473660	0
26979653	0
21800560	1
8933302	0
33122950	0
34419067	0
29141889	0
4566365	0
35622396	0
9939074	0
34112236	0
32167900	1
14757895	0
23830834	0
28700347	0
9429817	0
18199965	0
33859720	1
24559309	0
42273546	0
15202110	1
21628577	0
33666863	0
21301159	0
41457817	0
44164235	0
32276840	1
17301629	1
4563418	0
3129236	0
1376420	0
10025026	0
20768814	0
28319345	1
16504481	0
14781575	0
25049676	0
843795	0
25544324	0
29663911	0
37681496	0
10501882	0
44723747	0
25637790	0
13644726	0
22410540	0
32290032	0
35980617	0
9064349	0
43728610	0
37798190	0
39062230	0
34915664	0
40225525	0
30524939	0
9045729	0
29051564	0
25967812	0
13877251	1
43557065	0
20360179	0
19753615	0
32699931	0
28796442	0
3965870	0
14096505	0
37966000	0
40092901	0
15189795	0
11754498	0
35962559	0
5709080	0
11066576	0
43635643	0
15193325	0
4314364	0
44851493	0
14639219	0
32057687	0
34723552	0
38065401	0
17529773	1
21500840	0
43380442	0
22453947	0
10581120	0
44845447	0
5341041	1
24732773	0
25874205	0
15374963	0
24969468	1
19423577	0
28439514	0
7372694	0
43074666	0
16994518	0
41920348	0
15965398	0
3270378	0
32274788	0
28932381	0
1921347	0
42254361	0
23700403	0
39797005	0
21778899	0
12598722	0
40112656	0
25023041	0
16659020	0
19654041	0
12372790	0
31704527	0
10015838	0
44273989	0
41767383	0
40326586	0
17671836	0
7850124	0
35156020	0
3001767	1
21807042	0
43368964	0
13939483	0
16442794	0
37612818	0
16687449	0
29947532	0
27933092	0
26156344	0
14308169	1
34629863	0
33815418	0
13693381	0
11679357	0
25047018	0
9825949	0
40713981	0
20506777	0
38314190	0
14116277	0
7394489	0
28175872	0
31087518	0
31063969	0
16747038	0
32301881	0
40813563	1
6612932	0
3863717	0
12151659	0
39369568	1
20031356	1
8144008	0
25323055	0
34526322	0
31643806	0
37294736	0
17830081	0
42231196	0
37481222	0
41891875	0
42356872	0
37644920	0
40770129	0
20135757	0
33992594	0
26526981	1
13679536	0
21345698	0
23052107	0
26111430	0
6955795	1
4153598	1
15825487	0
34760191	0
12868410	0
8329103	0
35481490	0
32149822	0
20247889	1
25403615	0
17337106	1
20674322	1
41062376	0
15096720	0
7763733	0
36637835	0
21988123	0
12699119	0
1038801	0
24171351	0
12763689	0
3080475	0
8810334	0
4615260	0
36292391	0
1652579	0
26737692	0
38952094	1
36998318	0
38147046	1
16304147	1
13861276	0
27088896	0
16435867	0
9118730	0
9254186	1
26044826	0
10612872	0
3253296	0
30525409	0
30094675	0
7041530	0
33289721	1
1935432	0
42464696	1
1772868	0
32419067	0
8139301	0
10568836	0
30747939	0
39801867	0
30115737	0
15673874	0
45141690	0
7280707	0
30913092	1
17730759	0
38037244	0
42148524	0
31461224	0
22222348	1
41012804	0
43210822	0
97668	0
35436085	0
20403574	0
38764924	0
6318825	0
27716364	0
41159752	0
13032515	0
28471774	0
43463380	0
36141501	0
12118054	0
31829289	0
38626633	0
3712299	1
24475510	0
11423320	0
41307937	0
17554307	1
14589577	1
11605191	0
34503028	0
18552767	0
26984230	0
38545647	1
27493965	0
37113633	0
1296301	0
38583680	0
1130751	0
30693810	0
69564	0
1786058	0
10223510	0
412475	0
3048656	0
10651996	1
36067865	1
38071235	0
22657999	0
27859015	0
34740811	0
40157054	0
38615012	0
2696598	0
31557197	1
23313149	0
34669224	0
14420709	0
8576523	0
40489268	0
18891885	0
8874121	0
19507990	0
6065628	1
44872743	0
33963632	0
39734487	0
42962805	1
43937080	0
32681668	0
13252266	0
23856539	1
2405453	1
42095882	0
24039415	0
8570326	0
6785920	0
14912715	0
36015445	0
10394260	0
6225797	0
26262305	0
26184674	0
13983845	1
23945167	0
12899065	0
22188015	0
17996076	0
40220242	0
32790032	0
16483430	1
26879404	0
35067087	0
27940111	0
26210045	0
32345428	1
36036967	0
15506546	0
20797049	0
10453579	0
14024208	1
9952901	0
35563619	0
38271508	0
550163	0
33316416	0
3037568	1
22473611	0
9432775	1
13104958	0
17108592	0
21744945	0
13875611	0
18472611	0
537389	0
9591079	0
14079810	0
6841458	0
29960373	0
23232841	1
22755652	1
24948543	0
4991099	0
10338118	1
25057112	1
12774174	0
29056710	0
22979494	0
10725620	1
3010535	0
6583512	0
44549301	1
16057997	0
2056419	0
44797552	0
34515470	0
18387239	1
35322386	0
19243427	0
18476994	0
14603725	0
34246241	0
37344230	0
16009453	0
39261929	0
11527530	0
27960953	0
42846365	0
26531579	0
5385654	1
41133549	0
29029020	0
751192	0
41429378	0
4431779	0
30060743	1
1737347	0
17849449	0
5027600	1
18505630	0
26967999	1
16937691	0
14158817	0
24606210	0
17469099	0
37117717	0
27586865	0
13207616	0
10867411	0
7012452	0
22758282	1
31299218	0
15701096	0
29355268	0
25287443	0
43761900	0
8194745	1
42631797	0
22910116	0
29362008	1
33017232	1
21615561	0
44926723	0
34136371	0
39634838	0
7099422	0
38631385	0
40188003	0
33583537	1
20756274	0
3889626	0
10960350	1
13580055	0
14236250	0
11224182	0
36119658	0
16338737	0
34525370	0
22565925	0
7413127	1
5689362	0
34723587	1
26285467	0
44347594	0
5233954	1
12257632	0
9763608	0
13586038	1
41273216	1
36529603	0
30638051	0
30908784	0
36477022	0
4671510	0
20452494	0
7537650	1
25837462	0
38650333	0
11597290	0
44012761	0
5548330	0
33781719	0
19399363	0
30694602	0
35536063	0
29910160	1
42791121	1
23279839	1
25993268	0
10380758	0
12237740	0
24097581	0
7736869	0
33161404	0
19656491	0
10118021	0
23479504	0
45006490	0
6139679	0
34339050	0
35077509	0
5770333	0
13864373	0
12166665	0
20457167	0
21490212	0
10194037	0
6229656	0
23354838	0
19862870	0
23143522	0
36895791	0
37126865	1
15441820	0
33617093	1
19902626	0
37519357	1
29540698	1
20922909	0
38930467	0
8281045	0
28498408	0
2470575	1
40337739	0
5981106	1
14286104	0
14425011	0
1142679	0
28338865	0
26880739	0
15459646	0
40878255	0
40002104	0
41131100	0
34803213	0
22323715	0
12837506	1
17519347	0
35832133	0
22831105	0
3660336	0
19698164	0
15542044	0
4315762	0
38491378	0
30328842	0
1920668	0
22637868	0
19062285	0
15832596	0
33166750	0
26288874	0
32439872	0
4311403	0
11501314	0
21656410	0
19986731	0
35723791	0
38720992	0
24401587	0
4058948	0
36967419	0
3759283	0
26451731	0
34092247	0
17666760	1
26125113	1
639984	0
14236536	1
40257381	1
32288109	0
25334679	0
25968281	0
13668573	1
35964962	0
27428995	1
16801495	0
36014577	0
520690	0
251687	0
6187863	0
10639486	0
23636850	0
35711545	0
17005791	0
39332601	0
45018035	0
30663005	0
38410746	1
33407844	0
19675855	0
6744539	1
30453215	0
25783827	0
13712391	0
12720048	0
13817575	0
7439308	0
5526904	0
35751496	1
22661992	0
21437748	0
36237301	1
1419357	0
3868216	0
15526604	0
32671656	0
38284551	0
16238339	0
14403514	0
41508904	0
19469477	0
41014022	0
14213492	0
31087957	0
44332189	0
2077440	0
12903315	0
11525621	0
2004925	0
15524982	0
30727322	0
28867558	0
22654844	0
27939286	0
25211471	0
31112020	0
38262364	0
15600247	1
40193126	0
23463577	1
33024619	0
32353363	0
31468897	0
29690946	0
17583303	1
41766346	1
10156913	0
13520108	0
2135809	0
25438904	0
20557357	1
7887271	0
17118732	0
30860513	0
8435062	0
32605410	0
13498629	0
31667717	0
2643319	0
44226347	1
28247974	0
24957844	1
4173210	0
16577859	0
19712661	0
34206087	0
3844135	0
24642532	0
5348984	0
31403490	0
22493202	0
31860611	0
5044786	1
22808326	1
19181623	0
9295207	0
31068061	1
24140573	0
32452654	0
21381632	0
3506507	0
6474439	0
8075183	0
39937247	0
33733172	0
38646869	0
15280489	0
32147332	0
27603637	0
20799010	0
21342174	0
18927561	0
2542901	0
38298837	0
29352768	0
20819281	0
3679606	0
23766565	1
28864620	1
24173826	0
12307390	0
20816175	1
34751208	1
6100815	0
29320078	0
20491050	0
7365936	0
41978664	1
20272654	0
27194209	0
36078269	0
25881325	0
4286458	0
31841762	0
21167726	0
24720475	0
40798827	0
10126400	0
31071969	0
25641830	0
19196637	0
16173618	0
13181286	1
22342213	0
17569144	0
34181167	0
23603065	0
18735014	1
6633050	0
24557075	0
21795630	0
30685066	0
3010951	1
44726779	0
42843069	1
44095207	0
45119023	0
2847676	0
4233151	0
1833943	0
8395396	0
41725463	0
42029024	0
3051761	1
17784731	1
19304763	1
6620527	0
14758242	1
11131853	0
39719968	0
33000404	1
42690575	0
29737165	0
45125635	0
23915347	0
30882583	0
24979597	0
2564980	0
31023170	0
15366112	0
13140366	0
19117484	0
20801538	0
36308575	0
1699212	1
5996443	0
27226419	1
7784318	0
11008602	0
1329655	0
32403315	0
14062540	0
42377848	1
33005307	1
11617510	0
862818	1
8669135	0
19800326	1
40548218	0
16720798	0
36971570	0
5848548	0
21306084	0
36964757	0
30694465	0
22013469	0
41709128	0
7224113	0
27432414	0
17917544	1
11749674	0
32094168	0
30956402	0
14073157	0
6933975	0
10328085	1
45149350	0
3191243	0
3696430	0
7074289	0
34712252	0
21271711	0
3518834	1
43789412	0
16086406	0
1067160	0
38378331	1
22871146	0
2987651	0
3914944	0
849727	0
31313461	0
6198005	0
41099205	0
18778220	0
40020077	0
9113405	0
10557565	0
43714458	0
24147444	0
40144616	0
30325366	0
23466734	0
